"origin","props","mean.wait"
"1","PMD",0.25383707201889,8.21959858323495
"2","ANC",0.343448797213748,6.06433759010772
"3","ELP",0.296574656099116,5.02633428337173
"4","CAE",0.358146341463415,6.56526829268293
"5","BNA",0.340718210468998,5.40355475131041
"6","IMT",0.220532319391635,5.27756653992395
"7","SGF",0.241114821304592,5.78824346216154
"8","HTS",0.352097370136927,3.48163442729841
"9","ACV",0.380037586134892,14.0683858843182
"10","LNY",0.142857142857143,-5.53571428571429
"11","KOA",0.188715953307393,-0.116881173301407
"12","LMT",0.261770244821092,10.1494036409291
"13","CID",0.204629971678365,3.2109346139638
"14","CRP",0.24893108011809,4.2116970375649
"15","CHA",0.299658265698419,4.50457069628364
"16","BET",0.387102094672604,8.00164934850734
"17","MFE",0.220837166513339,2.87529898804048
"18","SMF",0.356053797762558,6.07856611608665
"19","CAK",0.261249796051558,5.18890520476424
"20","YUM",0.240649711476811,2.70645437059201
"21","FAR",0.1882876204596,1.85675663890464
"22","ORH",0.281647486371896,3.58298001211387
"23","CPR",0.254669655246024,2.09872985377308
"24","IYK",0.127496812579686,-2.48533786655334
"25","MVY",0.311475409836066,8.80327868852459
"26","ART",0.190909090909091,9.42424242424242
"27","PSC",0.243851071831516,1.30221887927792
"28","GTF",0.201021566401816,1.57519863791146
"29","FMN",1,240
"30","OMA",0.258083024485555,4.08486206522245
"31","LGB",0.256544972026969,3.27279084779802
"32","ILE",0.168441814595661,0.321499013806706
"33","MLU",0.300264806562036,6.94361557837628
"34","SIT",0.335257150185969,9.39604976272926
"35","TUS",0.288069290890555,3.82956242739393
"36","ATW",0.215807560137457,4.43127147766323
"37","MGM",0.293266375074248,5.83379232139964
"38","SDF",0.32405268697737,5.20498801239694
"39","JAC",0.314167314167314,3.32305965639299
"40","OGG",0.220463972960516,0.977231525579966
"41","ROA",0.377363099018123,6.41043427287382
"42","CLD",0.318493150684932,4.39823874755382
"43","GSO",0.348641458010809,5.36250961779129
"44","MSO",0.277506463659868,2.27819592071244
"45","ATL",0.442727385631167,7.66001889138542
"46","PIA",0.225433172105553,4.42888630380212
"47","AVL",0.355346381791922,6.88779321679367
"48","SPI",0.235586206896552,6.92744827586207
"49","BRD",0.105919003115265,-6.68535825545171
"50","ESC",0.138418079096045,-0.0875706214689266
"51","OME",0.409799196787149,8.71791164658635
"52","TLH",0.351203639350477,4.66942566500284
"53","MCN",0.251713395638629,10.1470404984424
"54","BWI",0.413355337639099,6.53893335692657
"55","RST",0.170596474845337,1.23631376211042
"56","CWA",0.209224730127576,4.84337585868499
"57","LAN",0.196888331242158,2.26870765370138
"58","CDC",0.233616504854369,0.254247572815534
"59","SPS",0.164004044489383,1.4252780586451
"60","MQT",0.161652627356598,2.55996791014842
"61","FNT",0.241597839073295,3.0205703599813
"62","HKY",0.263829787234043,5.24255319148936
"63","ERI",0.346681636726547,2.51309880239521
"64","EWN",0.238758708043065,5.8214059531349
"65","SFO",0.416432488441425,8.8511875438
"66","BDL",0.328808190808117,3.82357770515421
"67","JFK",0.362264783537991,7.33020851025346
"68","ORD",0.430632127332014,8.09845128104776
"69","MKG",0.181446111869031,0.56343792633015
"70","JAN",0.32120062670075,4.70261400181413
"71","COS",0.257205845301083,3.63570168808264
"72","PAH",0.235294117647059,3.25770308123249
"73","HHH",0.370600414078675,22.4037267080745
"74","FLG",0.181844631946465,1.17006109979633
"75","SYR",0.354610456530285,4.37432933501907
"76","GTR",0.313278746885012,9.13563545745817
"77","PLN",0.141104294478528,-0.285276073619632
"78","SPN",0.21555647496897,2.1936284650393
"79","BUR",0.313007692873761,5.81773719694097
"80","SNA",0.356754460161607,5.04070177626886
"81","SBN",0.294765062791026,4.2679554113165
"82","RIC",0.315006282534554,4.80560940585173
"83","MFR",0.346950041402153,9.52646977642837
"84","HNL",0.241205687521963,1.80553647010694
"85","STX",0.233472222222222,2.67777777777778
"86","GRB",0.190428175303396,2.48752205697
"87","INL",0.12621359223301,-0.0355987055016181
"88","OGD",1,108
"89","GEG",0.275162173119805,4.55526555848368
"90","MAF",0.247045477982881,4.35806950603279
"91","MHT",0.317233178344289,5.53341617230506
"92","ABY",0.312972292191436,8.62625944584383
"93","CLE",0.287376648489198,3.9817411400257
"94","GPT",0.246954716775004,4.9077948325777
"95","BMI",0.256817715808899,6.58171006766455
"96","HDN",0.195031712473573,0.917019027484144
"97","UTM",0.269230769230769,-0.634615384615385
"98","BUF",0.33821443554348,5.2138495448522
"99","BKG",0.291900152827305,3.10443199184921
"100","SCK",0.229268292682927,5.13560975609756
"101","RDD",0.331262052710521,11.0683522605528
"102","APN",0.192691029900332,-0.209302325581395
"103","CIC",0.330917874396135,12.2213164251208
"104","MWH",0.0235294117647059,-1.16470588235294
"105","DET",0.288441304674583,6.35472719074102
"106","PWM",0.310681659950632,5.37939618979303
"107","LWS",0.193823915900131,-2.06373193166886
"108","STL",0.349491078751698,5.85986043322173
"109","LAS",0.400330040442411,7.61198893854391
"110","DRO",0.217871080608263,2.39160274525636
"111","HPN",0.292270531400966,5.04178743961353
"112","SAV",0.304030294833649,5.06065728969435
"113","PBI",0.335108346435163,4.87582199740242
"114","SOP",0.490909090909091,14.1181818181818
"115","STT",0.250695811553866,5.44104269906999
"116","MHK",0.221634332745444,3.23221634332745
"117","MCI",0.328101996931276,5.0847600828499
"118","MSN",0.214180988840922,3.31774863566018
"119","ABI",0.183196085451725,2.52130325814536
"120","ADQ",0.424347279018559,8.00975149418056
"121","SCE",0.138475417230492,0.43978349120433
"122","SLC",0.339405960528448,4.01796620993505
"123","GJT",0.229283659772634,2.6212162717436
"124","EKO",0.213001996893721,-0.0130907477257599
"125","BRW",0.383108935128519,7.61958384332925
"126","PIT",0.46709461597577,6.15868179557886
"127","ABR",0.194373401534527,-1.17647058823529
"128","IAD",0.345072533198659,6.57442470211476
"129","GCC",0.215058611361587,1.67132551848512
"130","MLB",0.255413598960589,4.1966760502382
"131","EWR",0.384696977062168,8.32049148758755
"132","BOS",0.365833308071294,6.34006314066337
"133","BIL",0.226914118265835,1.71376512134646
"134","AVP",0.308030158846351,4.03594173193763
"135","BTV",0.314058621912303,5.62554662569436
"136","PVD",0.32753140493354,4.5673723271588
"137","SUX",0.177260331445353,3.45248584015104
"138","PFN",0.337799431587495,8.55000676681554
"139","BQN",0.217721518987342,0.779746835443038
"140","RNO",0.31837865927594,5.90829324841104
"141","DTW",0.343720609583168,5.85192330327267
"142","BGR",0.284248726359132,5.15367436666899
"143","FOE",0.105263157894737,-1.31578947368421
"144","KSM",0.3125,3.5234375
"145","TUL",0.274284424824941,4.59504685880304
"146","XNA",0.258445040214477,6.68176943699732
"147","DLG",0.390707497360084,8.13621964097149
"148","BPT",0.166666666666667,1.78454106280193
"149","DRT",0.149700598802395,-4.11377245508982
"150","CIU",0.128048780487805,-0.25609756097561
"151","LBB",0.271855051412408,4.81462864569397
"152","RDM",0.256898517673888,4.55381984036488
"153","WYS",0.118193891102258,-3.57370517928287
"154","VLD",0.291417165668663,8.73785761809714
"155","SAT",0.292713467642883,4.49650667559937
"156","CEC",0.391502276176024,19.0466616084977
"157","RHI",0.208121827411168,0.223350253807107
"158","CMH",0.312863899389097,5.42978197387986
"159","LIT",0.298474098551851,5.23966371853436
"160","MDW",0.417687238890522,8.11427645511618
"161","FAI",0.276375017583345,4.20488113658742
"162","VPS",0.22588013974738,4.15399086267132
"163","DAY",0.370488003397268,4.60072368886687
"164","FAT",0.297606242750185,5.47189707898344
"165","PSE",0.120962634578847,-4.62254591513616
"166","HIB",0.102209944751381,-7.71270718232044
"167","ISO",0.396251673360107,5.64658634538153
"168","LCH",0.176111111111111,0.767777777777778
"169","DHN",0.301877822676492,8.53482291419063
"170","CMX",0.209436133486766,3.16800920598389
"171","HOB",0.19377990430622,4.85885167464115
"172","DEN",0.399560734770929,6.31359544035432
"173","CVG",0.387319749883024,5.48287889744353
"174","MYR",0.296782665791202,4.03082152099185
"175","PSP",0.274921254602724,4.931125504636
"176","PSG",0.389830508474576,10.8474576271186
"177","ACY",0.306360557019195,3.65186300338728
"178","ANI",0.298507462686567,4.48507462686567
"179","DAL",0.401044493369515,7.56601300496646
"180","TVC",0.214440781538956,3.48950711586395
"181","FWA",0.240736186260043,3.73786686342023
"182","TUP",0.256972111553785,7.93027888446215
"183","KTN",0.321462682494201,7.62791649611134
"184","RFD",0.162393162393162,-1.68945868945869
"185","ALB",0.323262769288285,4.65456329735034
"186","ELM",0.264800428609697,1.9643718189124
"187","AZA",0.3125,-1.625
"188","AKN",0.393226716839135,9.22483537158984
"189","ECP",0.26680396929414,5.5852836547463
"190","SJT",0.173737373737374,0.568686868686869
"191","BZN",0.237987135830496,1.11587211502081
"192","GNV",0.319697923222152,6.57937382001259
"193","DLH",0.188982057524119,1.86980434586602
"194","GSP",0.290641284871201,4.2523220068715
"195","OTH",0.521480502313285,25.0125578321216
"196","IND",0.318733595800525,4.47679625984252
"197","ILG",0.338028169014085,9.63661971830986
"198","ROP",0.16079295154185,-2.81718061674009
"199","ROR",0.289940828402367,7.8698224852071
"200","DSM",0.234340803944926,3.56845444219741
"201","CLT",0.424483760245644,5.57681531959374
"202","GRK",0.237056098816264,4.77900154400412
"203","CMI",0.197274698048932,3.1228450500671
"204","PIE",0.15014164305949,-1.07294617563739
"205","BQK",0.278723404255319,7.81595744680851
"206","CCR",0.23717409587889,3.49957947855341
"207","DAB",0.336691222153191,5.42451406763114
"208","SRQ",0.26497788500201,3.19056742117836
"209","FSM",0.17617760068308,1.43546321332005
"210","LNK",0.274203590328941,4.63717962021376
"211","JNU",0.380602226512755,10.1663311835024
"212","ADK",0.574712643678161,19.176245210728
"213","GRI",0.202,1.386
"214","SGU",0.250239169058357,1.06778734454011
"215","ISN",0.220588235294118,3.77941176470588
"216","LEX",0.317575149822124,5.1814101186639
"217","PIH",0.136657875809158,-3.06689043394869
"218","MEI",0.316423907584129,9.61225514816675
"219","LFT",0.238235655485932,4.30955891387148
"220","AZO",0.196859440827269,1.38737210701975
"221","GCN",0.267142857142857,4.76285714285714
"222","BFL",0.238744884038199,4.33378808549341
"223","GST",0.192982456140351,-0.385964912280702
"224","MAZ",0.357142857142857,2.78571428571429
"225","MSY",0.313797200526641,4.90216828952392
"226","FCA",0.24165235642053,3.870062965083
"227","LSE",0.165045430251203,0.695136290753608
"228","YKM",0.297644539614561,2.67880085653105
"229","SEA",0.363370365290541,6.18273834015845
"230","MIA",0.370205640490418,6.72087944856694
"231","RKS",0.252265313519391,1.22943095324393
"232","PHL",0.42819127211034,7.52495522950768
"233","COD",0.22265764161026,0.114713216957606
"234","SLE",0.207964601769911,0.101769911504425
"235","SMX",0.230574712643678,1.48137931034483
"236","CYS",0.30078125,13.44140625
"237","EYW",0.344925703446095,4.57081884287069
"238","ABE",0.27952008286339,7.35260098975716
"239","DUT",0.537965616045845,13.3853868194842
"240","YAP",0.473372781065089,26.6923076923077
"241","MEM",0.298757727668742,4.37461900957799
"242","TWF",0.181347150259067,-0.872268528947961
"243","TXK",0.156814851001466,1.17855398143625
"244","CHO",0.295837846201454,5.4847593996596
"245","RDU",0.344625399034516,5.17833059249019
"246","AEX",0.244452271926735,6.14582599506869
"247","EGE",0.197356828193833,3.6079295154185
"248","UCA",0.399484536082474,4.14776632302406
"249","LAW",0.14757244290923,0.783151026674343
"250","VIS",0.117088607594937,-0.686708860759494
"251","DFW",0.430240102712834,6.83931918357053
"252","PPG",0.346153846153846,48.6153846153846
"253","PUB",0.125518058022499,1.1740674955595
"254","TYR",0.167602591792657,1.15464362850972
"255","RSW",0.281747087301165,3.47630827614336
"256","ACK",0.301104972375691,8.13812154696133
"257","SAF",0.30403172504957,6.79180436219432
"258","DCA",0.313470163407686,3.58895752292691
"259","HLN",0.243597172325878,0.313361919109978
"260","BJI",0.138190954773869,-1.8894472361809
"261","CRW",0.361777150916784,5.78415273020351
"262","HVN",0.410760475944128,5.89032591826177
"263","LYH",0.354542111070246,5.60720853254873
"264","GCK",0.162464985994398,0.495798319327731
"265","GRR",0.248329877908316,3.0922124205591
"266","BGM",0.307269836681601,2.53981789275907
"267","YAK",0.308362369337979,5.42094947735192
"268","PHX",0.383789563333734,6.86414559862252
"269","FAY",0.280944044608701,5.07605524217078
"270","BOI",0.264733496070174,4.63981061723759
"271","LIH",0.164084032584063,-0.979389967538433
"272","SBA",0.287814976086801,6.3643134175649
"273","GGG",0.159616068254533,-0.230714539637398
"274","GUM",0.243845555843483,3.0704845814978
"275","VCT",0.19560878243513,3.08183632734531
"276","LRD",0.213252197430696,2.09492900608519
"277","DBQ",0.2039018250472,2.82504719949654
"278","CHS",0.32193058838164,4.92056778759105
"279","TPA",0.304511768304301,4.43618440185726
"280","COU",0.301204819277108,5.1566265060241
"281","BHM",0.314339486645577,4.67429623993913
"282","ITH",0.247378640776699,1.25495145631068
"283","MRY",0.310717670371328,6.6742482984406
"284","ITO",0.142573054189913,-2.50383914268353
"285","EAU",0.154887218045113,0.978195488721805
"286","OAK",0.390071475209023,6.45846984115978
"287","DIK",0.289398280802292,4.5702005730659
"288","PHF",0.275322693457112,6.14573663127106
"289","LWB",0.329487179487179,10.3525641025641
"290","TRI",0.311401020986954,5.09711980840739
"291","AMA",0.266294002843168,4.63848396501458
"292","ACT",0.167678812415655,0.992408906882591
"293","SAN",0.35353435988455,5.87625502060567
"294","BTM",0.201006429969248,-0.50377411238468
"295","IPL",0.331403762662808,2.93391220453449
"296","PIR",0.571428571428571,8.71428571428571
"297","SJC",0.333651830190459,5.20861645573857
"298","PNS",0.299169301466978,3.66889888258282
"299","EFD",0.203917050691244,0.63594470046083
"300","HOU",0.395127827600054,7.98348443915111
"301","LAX",0.39929003855116,6.55705714019049
"302","BTR",0.336419165979752,6.39851626402891
"303","SBP",0.260506918401655,6.8818699081857
"304","OXR",0.224506247480854,0.58645707376058
"305","ABQ",0.326323356820219,5.3755808565279
"306","TVL",0.348214285714286,4.87117346938776
"307","TYS",0.288176771792782,4.09155351898267
"308","MOB",0.333297416695849,4.96271853029119
"309","ILM",0.297472521906499,3.7024768272299
"310","TOL",0.296895526515937,3.53004217658854
"311","GFK",0.129982451742291,0.201930308347957
"312","TTN",0.493464052287582,7.38562091503268
"313","BIS",0.199410065753088,1.53370613900326
"314","MSP",0.307972730201814,4.94093252360356
"315","MTJ",0.229541828128562,2.32049236380214
"316","SJU",0.291957944852212,4.74227335846062
"317","ORF",0.335355027261443,4.9084109799978
"318","MLI",0.231956628139001,4.08828733857912
"319","RAP",0.209261186264308,1.7767429760666
"320","MKK",0.111111111111111,-2.22222222222222
"321","PDX",0.325495328240558,5.06002982621664
"322","ROW",0.23657080846446,2.35268583830711
"323","ALO",0.131270010672359,1.10458911419424
"324","EUG",0.322395984568797,7.6637491185133
"325","AUS",0.292655433570129,4.50855006947298
"326","SCC",0.263143848412063,4.07018948492127
"327","FLO",0.333578792341679,8.03313696612666
"328","EVV",0.260161613706787,3.82070599671912
"329","FLL",0.345828244250144,5.98816747768881
"330","SUN",0.185091598231207,-1.46415034744157
"331","ICT",0.232050406133758,3.8713580809231
"332","MIB",0.125,-7.13636363636364
"333","CSG",0.319913731128684,6.23695183321352
"334","CDV",0.30101930166992,5.30622424636738
"335","IAH",0.350517002682357,5.11480812494592
"336","SWF",0.290332785018347,3.72314311021131
"337","APF",0.289890377588307,6.51887941534714
"338","MCO",0.336368519616055,4.88921325163311
"339","MKE",0.260447527970498,3.57091693230827
"340","IDA",0.214833759590793,0.158485273492286
"341","FSD",0.237842883382012,4.25928156333745
"342","CKB",1,20
"343","HSV",0.244255469578538,3.69924191837857
"344","MOD",0.391559467388851,11.7607763484541
"345","SHD",0.6,5.8
"346","SHV",0.276251729616153,4.27138318044381
"347","ASE",0.234211545912437,3.78186749321968
"348","AGS",0.325463448758307,7.14649644397808
"349","BRO",0.186774043673533,0.840173455164937
"350","MDT",0.261360126829871,3.75261998394037
"351","ONT",0.309784381228483,5.17709277042943
"352","OKC",0.27953869047619,4.33605925324675
"353","WRG",0.326266458379826,8.27627761660344
"354","JLN",0.157303370786517,0.376404494382022
"355","BLI",0.334724540901502,4.30133555926544
"356","MBS",0.182558139534884,1.38679069767442
"357","OTZ",0.439915898431182,9.46692544072457
"358","OAJ",0.308689487543042,4.49807575450679
"359","HRL",0.261767881635393,4.61899203315143
"360","GUC",0.241835834068844,3.5666372462489
"361","ISP",0.315924369747899,4.57766806722689
"362","MOT",0.189982540375382,1.18616324749018
"363","ROC",0.330311767712321,4.96142682185942
"364","LGA",0.353549386330632,6.02883309130089
"365","CLL",0.161605371585533,1.38028383946284
"366","JAX",0.311004103560752,4.73826957237555
"367","LAR",0.158590308370044,1.68281938325991
